333, 0
250, 4
294, 2
347, 1
336, 6
340, 4
301, 9
323, 0
295, 8
327, 9
267, 4
305, 7
263, 2
278, 10
290, 5
251, 5
337, 10
301, 7
340, 8
302, 7
343, 9
278, 5
251, 4
322, 5
291, 8
331, 0
333, 0
298, 10
315, 4
333, 3
287, 1
299, 4
298, 3
274, 2
342, 6
343, 10
258, 8
327, 10
321, 3
325, 4
301, 8
264, 6
266, 0
253, 1
268, 9
290, 9
345, 1
290, 0
320, 6
301, 9
305, 8
300, 2
314, 2
282, 8
294, 8
317, 10
343, 6
311, 4
338, 2
251, 4
312, 0
261, 8
327, 0
340, 2
295, 5
327, 1
301, 7
333, 0
276, 3
350, 1
324, 5
268, 1
347, 1
297, 4
267, 10
258, 1
282, 0
321, 9
332, 2
286, 1
316, 9
287, 10
310, 5
301, 0
275, 8
311, 6
318, 0
303, 10
281, 0
342, 8
328, 0
327, 2
337, 5
301, 0
270, 5
281, 6
321, 8
297, 8
284, 10
264, 8
316, 5
321, 1
333, 8
315, 9
267, 3
303, 7
309, 2
278, 6
270, 7
316, 10
325, 1
323, 8
270, 6
280, 9
332, 4
348, 10
295, 8
252, 6
292, 0
306, 0
327, 5
296, 10
310, 9
343, 10
340, 2
255, 1
271, 8
271, 0
311, 10
337, 3
326, 6
278, 1
330, 2
300, 4
344, 2
343, 7
296, 9
270, 0
259, 7
303, 1
304, 9
267, 9
253, 4
299, 6
318, 0
330, 8
292, 4
331, 9
340, 2
269, 7
253, 5
270, 0
304, 8
298, 2
270, 4
296, 3
301, 5
345, 6
262, 9
266, 9
315, 10
269, 0
294, 0
285, 2
344, 7
293, 3
316, 3
303, 8
344, 2
254, 9
283, 10
255, 4
310, 8
299, 4
320, 5
326, 8
258, 9
284, 4
262, 4
285, 2
252, 4
261, 1
289, 9
311, 3
251, 9
340, 4
343, 3
280, 2
346, 9
349, 10
341, 1
288, 8
269, 8
328, 5
251, 10
340, 8
262, 7
316, 0
276, 10
323, 10
338, 7
297, 4
337, 7
340, 2
344, 5
277, 8
272, 2
318, 8
265, 7
262, 8
317, 1
298, 9
325, 3
289, 6
347, 8
282, 8
328, 8
333, 5
329, 1
302, 7
307, 9
285, 7
301, 1
317, 6
333, 8
251, 5
275, 0
265, 5
271, 2
277, 6
262, 7
250, 6
288, 8
271, 8
321, 4
347, 8
349, 10
343, 3
345, 7
347, 3
278, 9
302, 0
254, 1
326, 0
325, 7
288, 4
329, 1
310, 1
299, 9
345, 6
347, 7
316, 9
322, 6
333, 2
338, 0
299, 10
342, 6
305, 4
268, 2
308, 8
261, 3
324, 9
284, 1
340, 1
311, 9
280, 8
256, 10
327, 5
251, 10
268, 9
346, 6
344, 10
296, 2
289, 4
304, 4
316, 5
254, 9
343, 2
320, 7
250, 0
337, 4
296, 10
339, 10
324, 0
317, 1
256, 3
263, 10
287, 10
267, 2
289, 3
268, 7
314, 6
345, 9
312, 10
337, 5
341, 3
311, 7
286, 8
257, 9
282, 2
306, 10
347, 6
312, 4
340, 1
320, 6
285, 5
257, 2
274, 4
288, 8
285, 7
334, 3
301, 0
316, 1
286, 3
301, 8
263, 4
318, 1
319, 9
290, 1
269, 1
252, 1
349, 6
273, 4
270, 8
261, 10
299, 3
256, 7
342, 9
257, 5
294, 5
317, 0
281, 1
268, 0
294, 10
284, 1
252, 6
260, 10
337, 6
299, 1
305, 9
349, 10
321, 1
291, 5
308, 6
327, 7
337, 10
311, 7
321, 7
317, 2
284, 0
303, 7
288, 7
348, 4
328, 5
262, 2
325, 6
283, 3
262, 8
314, 1
273, 10
310, 5
327, 2
270, 3
269, 4
257, 4
290, 2
340, 1
269, 2
299, 10
263, 3
284, 3
258, 4
269, 6
270, 2
315, 4
333, 2
335, 0
332, 0
299, 6
302, 5
335, 2
284, 0
289, 2
254, 1
270, 6
298, 4
346, 7
346, 2
266, 6
347, 6
350, 5
266, 1
348, 0
330, 4
295, 2
272, 1
350, 3
332, 4
289, 2
326, 7
276, 6
338, 4
250, 3
290, 10
312, 10
283, 0
291, 0
305, 3
327, 7
317, 0
269, 5
265, 10
270, 5
335, 2
259, 3
251, 7
290, 0
264, 1
332, 1
300, 6
274, 3
330, 2
322, 0
270, 0
283, 9
262, 0
288, 4
319, 2
255, 6
250, 5
290, 5
303, 6
342, 7
296, 5
251, 3
259, 6
348, 4
267, 5
282, 1
307, 5
301, 6
319, 9
284, 8
340, 6
282, 0
288, 2
298, 1
265, 9
301, 8
336, 9
290, 10
350, 8
344, 3
320, 5
324, 3
300, 5
269, 10
315, 2
321, 7
326, 7
293, 3
292, 0
328, 0
285, 5
286, 8
340, 3
348, 9
301, 10
325, 2
275, 4
267, 7
345, 9
323, 9
262, 10
329, 3
310, 4
314, 1
299, 6
331, 1
268, 3
293, 8
325, 2
310, 0
256, 0
260, 2
272, 8
350, 9
301, 8
331, 9
254, 7
262, 4
344, 4
320, 5
347, 10
279, 8
313, 0
312, 5
254, 2
324, 9
312, 5
